"Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Reference RT","Reference m/z","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_1","blank_2","blank_3","blank_4","exudate_1","exudate_2","exudate_3","FC_1","FC_2","FC_3","fungi_old_1","fungi_old_2","fungi_old_3","leaf_1","leaf_2","leaf_3","new_in_P08","new_in_P09","new_in_P10","new_out_P08","new_out_P09","new_out_P10","root_1","root_2","root_3","Soil_control_1","Soil_control_2","Soil_control_3","feature_name","blank_mean","maximum_biological_signal","sample_to_blank_ratio","present_in_any_group","number_detected","leaf_n","root_n","exudate_n","soil_n","fungal_control_n","fungal_out_n","fungal_in_n","fungi_old_n","leaf_present","root_present","exudate_present","soil_present","fungal_control_present","fungal_out_present","fungal_in_present","fungi_old_present","plant_present","fungus_present","plant_and_fungus","cross_pattern"
4019,1.114,385.14737,"Unknown","[M+H]+","ion correlated with 4052; ion correlated with 3741; ion correlated with 4035; ion correlated with 3349; ion correlated with 2128; ion correlated with 3757; ion correlated with 4649; ion correlated with 3823; ion correlated with 4486; ion correlated with 3491; ion correlated with 3140; ion correlated with 1289; ion correlated with 4693; ion correlated with 3680; ion correlated with 3638; ion correlated with 4167; ion correlated with 1764; ion correlated with 4724; ion correlated with 3194; ion correlated with 4640; ion correlated with 4223; ion correlated with 4647; ion correlated with 4192; ion correlated with 2871; ion correlated with 3143; ion correlated with 4250; ion correlated with 1870; ion correlated with 3733; ion correlated with 4952",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",174.64,4077,0,0,0,0,0,0,0,9130,21754,19621,16286,11835,423518,426082,408542,0,0,0,4603,0,4608,56168,28468,53767,0,0,0,"F4019_mz385.1474_rt1.11",1359,426082,313.296323529412,TRUE,13,3,3,0,0,2,2,0,3,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4020,1.293,385.14743,"Unknown","[M+H]+",NA,0.571,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",96.19,9190,67800,37794,0,46478,45970,51193,315209,265496,270044,180297,171995,156380,404824,449298,370980,248138,264133,219644,283974,240007,237510,120809,93764,106240,88646,66473,55258,"F4020_mz385.1474_rt1.29",38261.3333333333,449298,11.7425928023208,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
4021,0.973,385.16177,"Unknown","[M+H]+","ion correlated with 4181",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",71.3,0,0,0,0,0,0,0,151148,41030,79903,75455,122363,121658,0,0,0,0,0,0,0,11930,0,0,0,0,0,0,0,"F4021_mz385.1618_rt0.97",0,151148,151149,TRUE,7,0,0,0,0,3,1,0,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
4022,1.034,385.245,"Unknown","[M+H]+","ion correlated with 3294; ion correlated with 3477; ion correlated with 4312; ion correlated with 2891; ion correlated with 3913; ion correlated with 3451; ion correlated with 1544; ion correlated with 2698; ion correlated with 61; ion correlated with 3613; ion correlated with 761; ion correlated with 1392; ion correlated with 3479; ion correlated with 3786; ion correlated with 3587; ion correlated with 3129; ion correlated with 3160; ion correlated with 2526; ion correlated with 2633; ion correlated with 3603; ion correlated with 3335; ion correlated with 3569",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",138.01,44911,35521,41409,0,47868,47679,55258,476203,593771,565487,187948,34320,37633,69505,50927,64570,122766,218104,124288,311940,422325,420126,42165,46743,45274,48555,43430,43196,"F4022_mz385.245_rt1.03",40613.6666666667,593771,14.6196447917009,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
4023,1.324,385.34332,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",757.42,0,0,0,0,0,0,0,86418,145036,144121,36739,0,0,0,0,0,8571,25883,10637,71321,117098,118360,0,0,0,0,0,0,"F4023_mz385.3433_rt1.32",0,145036,145037,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4024,0.399,385.90189,"Unknown","[M+H]+","ion correlated with 1353; ion correlated with 494; ion correlated with 1802; ion correlated with 1143; ion correlated with 2056",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2548.65,0,0,0,0,79259,68680,78504,24485,15794,25575,15244,0,14095,0,18212,0,0,0,0,0,14248,8475,28350,0,0,232778,256926,115712,"F4024_mz385.9019_rt0.4",0,256926,256927,TRUE,15,1,1,3,3,3,2,0,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4025,0.486,385.98184,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2448.41,5621,0,0,0,62151,122421,86344,0,13002,13994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4824,19810,13841,"F4025_mz385.9818_rt0.49",1873.66666666667,122421,65.3033428165007,TRUE,8,0,0,3,3,2,0,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
4026,0.701,386.14801,"Unknown","[M+H]+",NA,0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",384.09,0,0,0,0,0,0,0,243020,124663,140308,80787,0,0,121464,0,101361,0,0,0,65669,149374,147747,0,0,0,0,0,0,"F4026_mz386.148_rt0.7",0,243020,243021,TRUE,9,2,0,0,0,3,3,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Other pattern"
4027,0.451,386.16678,"Unknown","[M+H]+","ion correlated with 4613; ion correlated with 4452; ion correlated with 4392",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",289.72,0,2582,0,0,0,0,0,589509,484850,346983,220779,0,0,0,0,0,14152,65741,58700,91508,85430,76936,0,0,0,0,0,0,"F4027_mz386.1668_rt0.45",860.666666666667,589509,684.15087040619,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4028,0.761,386.16718,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",71.48,0,0,0,0,0,0,0,88854,75014,107567,29218,0,0,0,20448,23658,0,0,0,0,22814,59776,0,0,0,0,0,0,"F4028_mz386.1672_rt0.76",0,107567,107568,TRUE,8,2,0,0,0,3,2,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Other pattern"
4029,0.986,386.20251,"Unknown","[M+H]+","ion correlated with 2902; ion correlated with 1929; ion correlated with 1904; ion correlated with 3955; ion correlated with 1654; ion correlated with 4201; ion correlated with 1405; ion correlated with 3171; ion correlated with 3624; ion correlated with 792; ion correlated with 3937; ion correlated with 4207; ion correlated with 3309; ion correlated with 4550; ion correlated with 4658",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",6636.82,0,0,0,0,0,0,0,25795,0,0,26860,5891,0,802098,373693,591990,8392,0,0,14196,17180,0,0,0,0,0,0,0,"F4029_mz386.2025_rt0.99",0,802098,802099,TRUE,9,3,0,0,0,1,2,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4030,1.146,386.21915,"Unknown","[M+H]+","ion correlated with 1770; ion correlated with 3450; ion correlated with 2792",0.179,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",663.01,0,0,0,0,0,0,0,90950,116827,110504,134284,145681,146988,0,0,0,26602,35641,21950,54153,74449,71608,0,0,0,0,2289,0,"F4030_mz386.2192_rt1.15",0,146988,146989,TRUE,13,0,0,0,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
4031,1.253,386.25424,"Unknown","[M+H]+","ion correlated with 4726; ion correlated with 4792; ion correlated with 4062; ion correlated with 4100; ion correlated with 4516; ion correlated with 4871; ion correlated with 2872; ion correlated with 4909; ion correlated with 4954; ion correlated with 3495; ion correlated with 3284; ion correlated with 4416; ion correlated with 3321; ion correlated with 3080; ion correlated with 4842",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",397.08,0,0,1822,0,0,0,0,5294,4977,4889,8576,4795,0,1015450,570207,969247,0,0,0,657,4260,0,0,0,0,0,0,0,"F4031_mz386.2542_rt1.25",607.333333333333,1015450,1669.23452054795,TRUE,10,3,0,0,0,3,2,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4032,9.693,386.72482,"Unknown","[M+H]+",NA,0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",2912.22,0,0,0,0,0,0,0,145611,55664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32406,0,0,0,"F4032_mz386.7248_rt9.69",0,145611,145612,TRUE,3,0,1,0,0,2,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Other pattern"
4033,1.015,387.17715,"Unknown","[M+H]+","ion correlated with 2217; ion correlated with 4175; ion correlated with 1561; ion correlated with 4289",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",140.59,0,0,0,0,0,0,0,126537,90222,81750,187222,335959,336190,0,0,0,22515,47943,25280,49459,81103,43806,0,0,0,0,0,2112,"F4033_mz387.1771_rt1.01",0,336190,336191,TRUE,13,0,0,0,1,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
4035,1.061,387.202,"Unknown","[M+H]+","ion correlated with 3171; ion correlated with 3624; ion correlated with 792; ion correlated with 2793; ion correlated with 3937; ion correlated with 1217; ion correlated with 4207; ion correlated with 3309; ion correlated with 4550; ion correlated with 4658; ion correlated with 4257; ion correlated with 4165; ion correlated with 4759; ion correlated with 4152; ion correlated with 1837; ion correlated with 2094; ion correlated with 2128; ion correlated with 799; ion correlated with 4338; ion correlated with 4649; ion correlated with 819; ion correlated with 4486; ion correlated with 2012; ion correlated with 3463; ion correlated with 3491; ion correlated with 3680; ion correlated with 1764; ion correlated with 3971; ion correlated with 4724",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",205.33,0,0,0,0,0,0,0,6485,15998,8890,12476,0,7294,932156,503338,658101,6805,13272,0,8007,13324,18607,18960,6895,25163,0,0,0,"F4035_mz387.202_rt1.06",0,932156,932157,TRUE,16,3,3,0,0,3,3,2,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Root + Fungal in"
4036,0.96,387.27213,"Unknown","[M+H]+","ion correlated with 3798; ion correlated with 3931; ion correlated with 4054; ion correlated with 601; ion correlated with 1545; ion correlated with 3614; ion correlated with 2349; ion correlated with 4137; ion correlated with 3501; ion correlated with 647; ion correlated with 4252; ion correlated with 3806; ion correlated with 2248; ion correlated with 3443; ion correlated with 3595; ion correlated with 2688; ion correlated with 3601; ion correlated with 4637; ion correlated with 3721; ion correlated with 2332; ion correlated with 3465; ion correlated with 2432; ion correlated with 3269; ion correlated with 3594; ion correlated with 4231; ion correlated with 3920; ion correlated with 4312; ion correlated with 4454; ion correlated with 3155; ion correlated with 4150; ion correlated with 3913; ion correlated with 4138; ion correlated with 3451; ion correlated with 2698; ion correlated with 1750; ion correlated with 3613",0.25,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",142.75,0,0,0,0,0,0,0,345910,472765,494546,87615,0,0,0,0,0,82797,154697,82840,263920,326985,286568,0,0,7917,0,0,0,"F4036_mz387.2721_rt0.96",0,494546,494547,TRUE,11,0,1,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4037,1.019,388.16061,"Unknown","[M+H]+","ion correlated with 1654; ion correlated with 4201; ion correlated with 1405; ion correlated with 3624; ion correlated with 2793; ion correlated with 3937; ion correlated with 3608; ion correlated with 4687; ion correlated with 4207; ion correlated with 3309; ion correlated with 4550; ion correlated with 4257; ion correlated with 3741; ion correlated with 1403; ion correlated with 3962; ion correlated with 392; ion correlated with 3830",0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",219.27,0,0,0,0,0,0,0,0,0,0,0,15418,7390,787998,843984,1111418,0,0,0,0,0,0,0,0,0,0,0,0,"F4037_mz388.1606_rt1.02",0,1111418,1111419,TRUE,5,3,0,0,0,0,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4038,1.154,388.19711,"Unknown","[M+H]+","ion correlated with 4844; ion correlated with 4348; ion correlated with 1625; ion correlated with 4061; ion correlated with 4076; ion correlated with 1665",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",102.11,0,0,0,0,0,1954,0,0,0,4084,4113,4103,7780,927856,277802,53078,3602,0,0,0,3925,4421,11578,7678,25304,1989,0,0,"F4038_mz388.1971_rt1.15",0,927856,927857,TRUE,15,3,3,1,1,1,2,1,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4039,1.252,388.19717,"Unknown","[M+H]+","ion correlated with 1431; ion correlated with 3883",0.036,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",190.22,0,0,0,0,1268,1785,0,0,0,6696,6450,0,8066,1002827,37995,0,0,0,0,3116,4806,10505,0,0,0,0,0,0,"F4039_mz388.1972_rt1.25",0,1002827,1002828,TRUE,10,2,0,2,0,1,3,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4040,0.883,388.20819,"Unknown","[M+H]+","ion correlated with 4263; ion correlated with 2685; ion correlated with 3411; ion correlated with 2391; ion correlated with 1823; ion correlated with 3690",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",6130.63,0,0,0,0,0,0,0,348476,60583,45366,78743,486238,425972,0,0,0,0,26107,0,35797,26049,48303,0,0,0,0,0,0,"F4040_mz388.2082_rt0.88",0,486238,486239,TRUE,10,0,0,0,0,3,3,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
4041,1.182,388.23328,"Unknown","[M+H]+","ion correlated with 3194; ion correlated with 4640; ion correlated with 3022; ion correlated with 2690; ion correlated with 4223; ion correlated with 5140; ion correlated with 4647; ion correlated with 4838; ion correlated with 4153; ion correlated with 4677; ion correlated with 3739; ion correlated with 4333; ion correlated with 4192; ion correlated with 4307; ion correlated with 2871; ion correlated with 3143; ion correlated with 4250; ion correlated with 4950; ion correlated with 4110; ion correlated with 4080; ion correlated with 4353; ion correlated with 4341; ion correlated with 4388; ion correlated with 2740; ion correlated with 4166; ion correlated with 4206; ion correlated with 4003; ion correlated with 4952; ion correlated with 3957; ion correlated with 4960; ion correlated with 3635; ion correlated with 4229; ion correlated with 4797; ion correlated with 4656; ion correlated with 4789; ion correlated with 4803; ion correlated with 4806; ion correlated with 3224; ion correlated with 4792; ion correlated with 4937; ion correlated with 4448; ion correlated with 1381; ion correlated with 1635; ion correlated with 4100; ion correlated with 2013; ion correlated with 3600; ion correlated with 4688; ion correlated with 3904; ion correlated with 4825; ion correlated with 4381; ion correlated with 1402; ion correlated with 3563; ion correlated with 4942; ion correlated with 2624; ion correlated with 4954",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",74.19,0,0,0,0,0,0,0,0,0,0,5196,0,0,229459,165937,226125,0,0,0,0,0,0,0,0,0,0,1578,0,"F4041_mz388.2333_rt1.18",0,229459,229460,TRUE,5,3,0,0,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
4043,0.781,388.25543,"Unknown","[M+H]+","ion correlated with 3474; ion correlated with 3149; ion correlated with 3797; ion correlated with 3812",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",172.05,0,0,0,0,0,0,0,75719,237971,176185,0,9886,0,0,0,0,0,0,0,13688,86068,100931,0,0,0,0,0,0,"F4043_mz388.2554_rt0.78",0,237971,237972,TRUE,7,0,0,0,0,3,3,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4044,0.891,388.25601,"Unknown","[M+H]+","ion correlated with 2492; ion correlated with 90; ion correlated with 4735; ion correlated with 3912; ion correlated with 4160; ion correlated with 2237; ion correlated with 4194; ion correlated with 2590; ion correlated with 2328; ion correlated with 4243; ion correlated with 4252; ion correlated with 1933; ion correlated with 845; ion correlated with 2880; ion correlated with 3524; ion correlated with 4393",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",119.81,0,0,0,0,0,0,0,165310,184248,243693,43656,0,0,0,0,0,13442,80869,25891,144554,169796,166295,0,0,0,0,0,0,"F4044_mz388.256_rt0.89",0,243693,243694,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4045,0.831,388.2919,"Unknown","[M+H]+","ion correlated with 2830; ion correlated with 4580; ion correlated with 1959",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",59.26,0,0,0,0,0,0,0,103826,126115,152665,0,0,0,0,0,0,0,0,11798,35042,85981,85887,0,0,0,0,0,0,"F4045_mz388.2919_rt0.83",0,152665,152666,TRUE,7,0,0,0,0,3,3,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4046,0.414,388.85764,"Unknown","[M+H]+",NA,0.643,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",582.42,0,0,0,0,192611,155999,183094,154561,154808,162158,206620,180996,161340,125398,99323,124557,75702,95814,78806,150260,125806,132379,47900,79704,170820,142230,129688,212814,"F4046_mz388.8576_rt0.41",0,212814,212815,TRUE,24,3,3,3,3,3,3,3,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate + Fungus"
4047,0.408,389.01926,"Unknown","[M+H]+","ion correlated with 4213; ion correlated with 3168; ion correlated with 3304; ion correlated with 3367; ion correlated with 3532; ion correlated with 4261; ion correlated with 4157; ion correlated with 1863; ion correlated with 34; ion correlated with 2796",0.143,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1102.85,0,0,0,0,0,0,0,100713,130503,101550,64596,0,0,0,0,0,26980,43631,40522,82893,113716,90979,0,0,0,0,0,0,"F4047_mz389.0193_rt0.41",0,130503,130504,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4049,1.098,389.17136,"Unknown","[M+H]+","ion correlated with 1770; ion correlated with 3940",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",73.12,0,0,0,0,0,0,0,104904,77468,72713,89984,164346,147461,24483,0,1822,7482,18295,28267,45830,51656,51636,0,0,0,0,0,0,"F4049_mz389.1714_rt1.1",0,164346,164347,TRUE,14,2,0,0,0,3,3,3,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4050,1.883,389.17297,"Unknown","[M+H]+","ion correlated with 3998; ion correlated with 3871; ion correlated with 1995; ion correlated with 3693; ion correlated with 4105; ion correlated with 3176; ion correlated with 2401; ion correlated with 2581; ion correlated with 3494; ion correlated with 3909; ion correlated with 3995; ion correlated with 3283; ion correlated with 3133",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",36.76,0,0,0,0,0,0,0,0,0,0,0,0,0,240350,122481,215879,0,0,0,0,0,0,0,0,0,0,0,0,"F4050_mz389.173_rt1.88",0,240350,240351,TRUE,3,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
4051,1.426,389.19394,"Unknown","[M+H]+","ion correlated with 4926; ion correlated with 4972; ion correlated with 3440; ion correlated with 3298",0.071,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",39.08,0,0,0,0,0,0,0,10729,9119,5533,4663,6820,2028,214166,196569,422587,0,0,0,0,4452,9318,0,0,0,0,0,0,"F4051_mz389.1939_rt1.43",0,422587,422588,TRUE,11,3,0,0,0,3,2,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4052,1.055,389.2175,"Unknown","[M+H]+","ion correlated with 1405; ion correlated with 4483; ion correlated with 3624; ion correlated with 4037; ion correlated with 3608; ion correlated with 4687; ion correlated with 4247; ion correlated with 3662; ion correlated with 3961; ion correlated with 4207; ion correlated with 4550; ion correlated with 4668; ion correlated with 3741; ion correlated with 2094; ion correlated with 2128; ion correlated with 392; ion correlated with 3757; ion correlated with 3830; ion correlated with 3638; ion correlated with 4167; ion correlated with 4019",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",76.22,0,0,0,0,0,0,0,24122,22715,13950,0,11657,12523,428798,354037,584990,0,9422,0,19620,11332,9905,0,10835,5775,0,0,1923,"F4052_mz389.2175_rt1.05",0,584990,584991,TRUE,15,3,2,0,1,3,3,1,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4053,1.577,389.23035,"Unknown","[M+H]+","ion correlated with 3896; ion correlated with 3270; ion correlated with 4225; ion correlated with 4254; ion correlated with 4120; ion correlated with 3281; ion correlated with 4748; ion correlated with 3441; ion correlated with 3884",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",47.7,0,1633,0,0,0,0,0,0,0,0,0,3513,4779,91124,89804,197642,0,0,0,0,0,0,0,0,0,0,0,0,"F4053_mz389.2304_rt1.58",544.333333333333,197642,362.426039119804,TRUE,5,3,0,0,0,0,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
4054,0.907,389.23969,"Unknown","[M+H]+","ion correlated with 1652; ion correlated with 3552; ion correlated with 1859; ion correlated with 712; ion correlated with 3473; ion correlated with 398; ion correlated with 3478; ion correlated with 3798; ion correlated with 2727; ion correlated with 3363; ion correlated with 601; ion correlated with 3616; ion correlated with 1545; ion correlated with 3614; ion correlated with 3651; ion correlated with 3312; ion correlated with 2349; ion correlated with 647; ion correlated with 3025; ion correlated with 3806; ion correlated with 3628; ion correlated with 3334; ion correlated with 62; ion correlated with 2688; ion correlated with 95; ion correlated with 3480; ion correlated with 3778; ion correlated with 3900; ion correlated with 3785",0.357,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",189.03,0,0,0,0,0,0,0,572996,816462,691847,204003,16945,32728,0,0,0,106802,233632,172977,444048,567386,643295,0,0,0,0,0,0,"F4054_mz389.2397_rt0.91",0,816462,816463,TRUE,12,0,0,0,0,3,3,3,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Other pattern"
4055,6.315,389.2691,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",70.92,0,0,0,0,0,0,0,0,0,0,0,0,0,48915,45480,61871,0,0,0,0,0,0,128567,140683,334450,0,0,0,"F4055_mz389.2691_rt6.32",0,334450,334451,TRUE,6,3,3,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
4056,4.616,389.32687,"Unknown","[M+H]+","similar chromatogram in higher mz_4209",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",40.4,0,0,0,0,0,0,0,124511,75807,97594,26270,0,0,0,0,0,12845,23167,7773,32646,64919,46500,0,0,0,0,0,0,"F4056_mz389.3269_rt4.62",0,124511,124512,TRUE,10,0,0,0,0,3,3,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Other pattern"
4057,9.696,389.73886,"Unknown","[M+2H]2+","ion correlated with 4545; ion correlated with 5094",0.107,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",8770.81,0,0,0,0,0,0,0,377270,0,0,0,0,0,0,393858,544493,0,0,0,0,0,0,0,0,0,0,0,0,"F4057_mz389.7389_rt9.7",0,544493,544494,TRUE,3,2,0,0,0,1,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Other pattern"
4058,0.976,390.17633,"Unknown","[M+H]+","ion correlated with 3771",0.036,FALSE,"null","null","null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",74.01,0,0,0,0,0,0,0,0,0,0,39593,11669,13822,146613,67794,176117,0,0,0,24733,0,28466,0,0,0,0,0,0,"F4058_mz390.1763_rt0.98",0,176117,176118,TRUE,8,3,0,0,0,0,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Other pattern"
